"Pokemon","Move","Type","Power","Acc","Lvl","HM","TM","Method"
"Primeape","Leer","Normal","—","100",1,NA,NA,"Level up"
"Primeape","Scratch","Normal","40","100",1,NA,NA,"Level up"
"Primeape","Karate Chop","Normal","50","100",15,NA,NA,"Level up"
"Primeape","Fury Swipes","Normal","18","80",21,NA,NA,"Level up"
"Primeape","Focus Energy","Normal","—","—",27,NA,NA,"Level up"
"Primeape","Seismic Toss","Fighting","—","100",37,NA,NA,"Level up"
"Primeape","Thrash","Normal","90","100",46,NA,NA,"Level up"
"Primeape","Strength","Normal","80","100",NA,4,NA,"Hidden Machine"
"Primeape","Mega Punch","Normal","80","85",NA,NA,1,"Technical Machine"
"Primeape","Mega Kick","Normal","120","75",NA,NA,5,"Technical Machine"
"Primeape","Toxic","Poison","—","85",NA,NA,6,"Technical Machine"
"Primeape","Body Slam","Normal","85","100",NA,NA,8,"Technical Machine"
"Primeape","Take Down","Normal","90","85",NA,NA,9,"Technical Machine"
"Primeape","Double-Edge","Normal","100","100",NA,NA,10,"Technical Machine"
"Primeape","Hyper Beam","Normal","150","90",NA,NA,15,"Technical Machine"
"Primeape","Pay Day","Normal","40","100",NA,NA,16,"Technical Machine"
"Primeape","Submission","Fighting","80","80",NA,NA,17,"Technical Machine"
"Primeape","Counter","Fighting","—","100",NA,NA,18,"Technical Machine"
"Primeape","Seismic Toss","Fighting","—","100",NA,NA,19,"Technical Machine"
"Primeape","Rage","Normal","20","100",NA,NA,20,"Technical Machine"
"Primeape","Thunderbolt","Electric","95","100",NA,NA,24,"Technical Machine"
"Primeape","Thunder","Electric","120","70",NA,NA,25,"Technical Machine"
"Primeape","Dig","Ground","100","100",NA,NA,28,"Technical Machine"
"Primeape","Mimic","Normal","—","100",NA,NA,31,"Technical Machine"
"Primeape","Double Team","Normal","—","—",NA,NA,32,"Technical Machine"
"Primeape","Bide","Normal","—","—",NA,NA,34,"Technical Machine"
"Primeape","Metronome","Normal","—","—",NA,NA,35,"Technical Machine"
"Primeape","Swift","Normal","60","∞",NA,NA,39,"Technical Machine"
"Primeape","Skull Bash","Normal","100","100",NA,NA,40,"Technical Machine"
"Primeape","Rest","Psychic","—","—",NA,NA,44,"Technical Machine"
"Primeape","Rock Slide","Rock","75","90",NA,NA,48,"Technical Machine"
"Primeape","Substitute","Normal","—","—",NA,NA,50,"Technical Machine"
"Growlithe","Bite","Normal","60","100",1,NA,NA,"Level up"
"Growlithe","Roar","Normal","—","100",1,NA,NA,"Level up"
"Growlithe","Ember","Fire","40","100",18,NA,NA,"Level up"
"Growlithe","Leer","Normal","—","100",23,NA,NA,"Level up"
"Growlithe","Take Down","Normal","90","85",30,NA,NA,"Level up"
"Growlithe","Agility","Psychic","—","—",39,NA,NA,"Level up"
"Growlithe","Flamethrower","Fire","95","100",50,NA,NA,"Level up"
"Growlithe","Toxic","Poison","—","85",NA,NA,6,"Technical Machine"
"Growlithe","Body Slam","Normal","85","100",NA,NA,8,"Technical Machine"
"Growlithe","Take Down","Normal","90","85",NA,NA,9,"Technical Machine"
"Growlithe","Double-Edge","Normal","100","100",NA,NA,10,"Technical Machine"
"Growlithe","Rage","Normal","20","100",NA,NA,20,"Technical Machine"
"Growlithe","Dragon Rage","Dragon","—","100",NA,NA,23,"Technical Machine"
"Growlithe","Dig","Ground","100","100",NA,NA,28,"Technical Machine"
"Growlithe","Mimic","Normal","—","100",NA,NA,31,"Technical Machine"
"Growlithe","Double Team","Normal","—","—",NA,NA,32,"Technical Machine"
"Growlithe","Reflect","Psychic","—","—",NA,NA,33,"Technical Machine"
"Growlithe","Bide","Normal","—","—",NA,NA,34,"Technical Machine"
"Growlithe","Fire Blast","Fire","120","85",NA,NA,38,"Technical Machine"
"Growlithe","Swift","Normal","60","∞",NA,NA,39,"Technical Machine"
"Growlithe","Skull Bash","Normal","100","100",NA,NA,40,"Technical Machine"
"Growlithe","Rest","Psychic","—","—",NA,NA,44,"Technical Machine"
"Growlithe","Substitute","Normal","—","—",NA,NA,50,"Technical Machine"
"Arcanine","Ember","Fire","40","100",1,NA,NA,"Level up"
"Arcanine","Leer","Normal","—","100",1,NA,NA,"Level up"
"Arcanine","Roar","Normal","—","100",1,NA,NA,"Level up"
"Arcanine","Take Down","Normal","90","85",1,NA,NA,"Level up"
"Arcanine","Toxic","Poison","—","85",NA,NA,6,"Technical Machine"
"Arcanine","Body Slam","Normal","85","100",NA,NA,8,"Technical Machine"
"Arcanine","Take Down","Normal","90","85",NA,NA,9,"Technical Machine"
"Arcanine","Double-Edge","Normal","100","100",NA,NA,10,"Technical Machine"
"Arcanine","Hyper Beam","Normal","150","90",NA,NA,15,"Technical Machine"
"Arcanine","Rage","Normal","20","100",NA,NA,20,"Technical Machine"
"Arcanine","Dragon Rage","Dragon","—","100",NA,NA,23,"Technical Machine"
"Arcanine","Dig","Ground","100","100",NA,NA,28,"Technical Machine"
"Arcanine","Teleport","Psychic","—","—",NA,NA,30,"Technical Machine"
"Arcanine","Mimic","Normal","—","100",NA,NA,31,"Technical Machine"
"Arcanine","Double Team","Normal","—","—",NA,NA,32,"Technical Machine"
"Arcanine","Reflect","Psychic","—","—",NA,NA,33,"Technical Machine"
"Arcanine","Bide","Normal","—","—",NA,NA,34,"Technical Machine"
"Arcanine","Fire Blast","Fire","120","85",NA,NA,38,"Technical Machine"
"Arcanine","Swift","Normal","60","∞",NA,NA,39,"Technical Machine"
"Arcanine","Skull Bash","Normal","100","100",NA,NA,40,"Technical Machine"
"Arcanine","Rest","Psychic","—","—",NA,NA,44,"Technical Machine"
"Arcanine","Substitute","Normal","—","—",NA,NA,50,"Technical Machine"
"Poliwag","Bubble","Water","20","100",1,NA,NA,"Level up"
"Poliwag","Hypnosis","Psychic","—","60",16,NA,NA,"Level up"
"Poliwag","Water Gun","Water","40","100",19,NA,NA,"Level up"
"Poliwag","DoubleSlap","Normal","15","85",25,NA,NA,"Level up"
"Poliwag","Body Slam","Normal","85","100",31,NA,NA,"Level up"
"Poliwag","Amnesia","Psychic","—","—",38,NA,NA,"Level up"
"Poliwag","Hydro Pump","Water","120","80",45,NA,NA,"Level up"
"Poliwag","Surf","Water","95","100",NA,3,NA,"Hidden Machine"
"Poliwag","Toxic","Poison","—","85",NA,NA,6,"Technical Machine"
"Poliwag","Body Slam","Normal","85","100",NA,NA,8,"Technical Machine"
"Poliwag","Take Down","Normal","90","85",NA,NA,9,"Technical Machine"
"Poliwag","Double-Edge","Normal","100","100",NA,NA,10,"Technical Machine"
"Poliwag","BubbleBeam","Water","65","100",NA,NA,11,"Technical Machine"
"Poliwag","Water Gun","Water","40","100",NA,NA,12,"Technical Machine"
"Poliwag","Ice Beam","Ice","95","100",NA,NA,13,"Technical Machine"
"Poliwag","Blizzard","Ice","120","90",NA,NA,14,"Technical Machine"
"Poliwag","Rage","Normal","20","100",NA,NA,20,"Technical Machine"
"Poliwag","Psychic","Psychic","90","100",NA,NA,29,"Technical Machine"
"Poliwag","Mimic","Normal","—","100",NA,NA,31,"Technical Machine"
"Poliwag","Double Team","Normal","—","—",NA,NA,32,"Technical Machine"
"Poliwag","Bide","Normal","—","—",NA,NA,34,"Technical Machine"
"Poliwag","Skull Bash","Normal","100","100",NA,NA,40,"Technical Machine"
"Poliwag","Rest","Psychic","—","—",NA,NA,44,"Technical Machine"
"Poliwag","Psywave","Psychic","—","80",NA,NA,46,"Technical Machine"
"Poliwag","Substitute","Normal","—","—",NA,NA,50,"Technical Machine"
"Poliwhirl","Bubble","Water","20","100",1,NA,NA,"Level up"
"Poliwhirl","Hypnosis","Psychic","—","60",1,NA,NA,"Level up"
"Poliwhirl","Water Gun","Water","40","100",1,NA,NA,"Level up"
"Poliwhirl","Hypnosis","Psychic","—","60",16,NA,NA,"Level up"
"Poliwhirl","Water Gun","Water","40","100",19,NA,NA,"Level up"
"Poliwhirl","DoubleSlap","Normal","15","85",26,NA,NA,"Level up"
"Poliwhirl","Body Slam","Normal","85","100",33,NA,NA,"Level up"
"Poliwhirl","Amnesia","Psychic","—","—",41,NA,NA,"Level up"
"Poliwhirl","Hydro Pump","Water","120","80",49,NA,NA,"Level up"
"Poliwhirl","Surf","Water","95","100",NA,3,NA,"Hidden Machine"
"Poliwhirl","Strength","Normal","80","100",NA,4,NA,"Hidden Machine"
"Poliwhirl","Mega Punch","Normal","80","85",NA,NA,1,"Technical Machine"
"Poliwhirl","Mega Kick","Normal","120","75",NA,NA,5,"Technical Machine"
"Poliwhirl","Toxic","Poison","—","85",NA,NA,6,"Technical Machine"
"Poliwhirl","Body Slam","Normal","85","100",NA,NA,8,"Technical Machine"
"Poliwhirl","Take Down","Normal","90","85",NA,NA,9,"Technical Machine"
"Poliwhirl","Double-Edge","Normal","100","100",NA,NA,10,"Technical Machine"
"Poliwhirl","BubbleBeam","Water","65","100",NA,NA,11,"Technical Machine"
"Poliwhirl","Water Gun","Water","40","100",NA,NA,12,"Technical Machine"
"Poliwhirl","Ice Beam","Ice","95","100",NA,NA,13,"Technical Machine"
"Poliwhirl","Blizzard","Ice","120","90",NA,NA,14,"Technical Machine"
"Poliwhirl","Submission","Fighting","80","80",NA,NA,17,"Technical Machine"
"Poliwhirl","Counter","Fighting","—","100",NA,NA,18,"Technical Machine"
"Poliwhirl","Seismic Toss","Fighting","—","100",NA,NA,19,"Technical Machine"
"Poliwhirl","Rage","Normal","20","100",NA,NA,20,"Technical Machine"
"Poliwhirl","Earthquake","Ground","100","100",NA,NA,26,"Technical Machine"
"Poliwhirl","Fissure","Ground","—","30",NA,NA,27,"Technical Machine"
"Poliwhirl","Psychic","Psychic","90","100",NA,NA,29,"Technical Machine"
"Poliwhirl","Mimic","Normal","—","100",NA,NA,31,"Technical Machine"
"Poliwhirl","Double Team","Normal","—","—",NA,NA,32,"Technical Machine"
"Poliwhirl","Bide","Normal","—","—",NA,NA,34,"Technical Machine"
"Poliwhirl","Metronome","Normal","—","—",NA,NA,35,"Technical Machine"
"Poliwhirl","Skull Bash","Normal","100","100",NA,NA,40,"Technical Machine"
"Poliwhirl","Rest","Psychic","—","—",NA,NA,44,"Technical Machine"
"Poliwhirl","Psywave","Psychic","—","80",NA,NA,46,"Technical Machine"
"Poliwhirl","Substitute","Normal","—","—",NA,NA,50,"Technical Machine"
"Poliwrath","Body Slam","Normal","85","100",1,NA,NA,"Level up"
"Poliwrath","DoubleSlap","Normal","15","85",1,NA,NA,"Level up"
"Poliwrath","Hypnosis","Psychic","—","60",1,NA,NA,"Level up"
"Poliwrath","Water Gun","Water","40","100",1,NA,NA,"Level up"
"Poliwrath","Hypnosis","Psychic","—","60",16,NA,NA,"Level up"
"Poliwrath","Water Gun","Water","40","100",19,NA,NA,"Level up"
"Poliwrath","Surf","Water","95","100",NA,3,NA,"Hidden Machine"
"Poliwrath","Strength","Normal","80","100",NA,4,NA,"Hidden Machine"
"Poliwrath","Mega Punch","Normal","80","85",NA,NA,1,"Technical Machine"
"Poliwrath","Mega Kick","Normal","120","75",NA,NA,5,"Technical Machine"
"Poliwrath","Toxic","Poison","—","85",NA,NA,6,"Technical Machine"
"Poliwrath","Body Slam","Normal","85","100",NA,NA,8,"Technical Machine"
"Poliwrath","Take Down","Normal","90","85",NA,NA,9,"Technical Machine"
"Poliwrath","Double-Edge","Normal","100","100",NA,NA,10,"Technical Machine"
"Poliwrath","BubbleBeam","Water","65","100",NA,NA,11,"Technical Machine"
"Poliwrath","Water Gun","Water","40","100",NA,NA,12,"Technical Machine"
"Poliwrath","Ice Beam","Ice","95","100",NA,NA,13,"Technical Machine"
"Poliwrath","Blizzard","Ice","120","90",NA,NA,14,"Technical Machine"
"Poliwrath","Hyper Beam","Normal","150","90",NA,NA,15,"Technical Machine"
"Poliwrath","Submission","Fighting","80","80",NA,NA,17,"Technical Machine"
"Poliwrath","Counter","Fighting","—","100",NA,NA,18,"Technical Machine"
"Poliwrath","Seismic Toss","Fighting","—","100",NA,NA,19,"Technical Machine"
"Poliwrath","Rage","Normal","20","100",NA,NA,20,"Technical Machine"
"Poliwrath","Earthquake","Ground","100","100",NA,NA,26,"Technical Machine"
"Poliwrath","Fissure","Ground","—","30",NA,NA,27,"Technical Machine"
"Poliwrath","Psychic","Psychic","90","100",NA,NA,29,"Technical Machine"
"Poliwrath","Mimic","Normal","—","100",NA,NA,31,"Technical Machine"
"Poliwrath","Double Team","Normal","—","—",NA,NA,32,"Technical Machine"
"Poliwrath","Bide","Normal","—","—",NA,NA,34,"Technical Machine"
"Poliwrath","Metronome","Normal","—","—",NA,NA,35,"Technical Machine"
"Poliwrath","Skull Bash","Normal","100","100",NA,NA,40,"Technical Machine"
"Poliwrath","Rest","Psychic","—","—",NA,NA,44,"Technical Machine"
"Poliwrath","Psywave","Psychic","—","80",NA,NA,46,"Technical Machine"
"Poliwrath","Substitute","Normal","—","—",NA,NA,50,"Technical Machine"
"Abra","Teleport","Psychic","—","—",1,NA,NA,"Level up"
"Abra","Flash","Normal","—","70",NA,5,NA,"Hidden Machine"
"Abra","Mega Punch","Normal","80","85",NA,NA,1,"Technical Machine"
"Abra","Mega Kick","Normal","120","75",NA,NA,5,"Technical Machine"
"Abra","Toxic","Poison","—","85",NA,NA,6,"Technical Machine"
"Abra","Body Slam","Normal","85","100",NA,NA,8,"Technical Machine"
"Abra","Take Down","Normal","90","85",NA,NA,9,"Technical Machine"
"Abra","Double-Edge","Normal","100","100",NA,NA,10,"Technical Machine"
"Abra","Submission","Fighting","80","80",NA,NA,17,"Technical Machine"
"Abra","Counter","Fighting","—","100",NA,NA,18,"Technical Machine"
"Abra","Seismic Toss","Fighting","—","100",NA,NA,19,"Technical Machine"
"Abra","Rage","Normal","20","100",NA,NA,20,"Technical Machine"
"Abra","Psychic","Psychic","90","100",NA,NA,29,"Technical Machine"
"Abra","Teleport","Psychic","—","—",NA,NA,30,"Technical Machine"
"Abra","Mimic","Normal","—","100",NA,NA,31,"Technical Machine"
"Abra","Double Team","Normal","—","—",NA,NA,32,"Technical Machine"
"Abra","Reflect","Psychic","—","—",NA,NA,33,"Technical Machine"
"Abra","Bide","Normal","—","—",NA,NA,34,"Technical Machine"
"Abra","Metronome","Normal","—","—",NA,NA,35,"Technical Machine"
"Abra","Skull Bash","Normal","100","100",NA,NA,40,"Technical Machine"
"Abra","Rest","Psychic","—","—",NA,NA,44,"Technical Machine"
"Abra","Thunder Wave","Electric","—","100",NA,NA,45,"Technical Machine"
"Abra","Psywave","Psychic","—","80",NA,NA,46,"Technical Machine"
"Abra","Tri Attack","Normal","80","100",NA,NA,49,"Technical Machine"
"Abra","Substitute","Normal","—","—",NA,NA,50,"Technical Machine"
"Kadabra","Confusion","Psychic","50","100",1,NA,NA,"Level up"
"Kadabra","Disable","Normal","—","55",1,NA,NA,"Level up"
"Kadabra","Teleport","Psychic","—","—",1,NA,NA,"Level up"
"Kadabra","Confusion","Psychic","50","100",16,NA,NA,"Level up"
"Kadabra","Disable","Normal","—","55",20,NA,NA,"Level up"
"Kadabra","Psybeam","Psychic","65","100",27,NA,NA,"Level up"
"Kadabra","Recover","Normal","—","—",31,NA,NA,"Level up"
"Kadabra","Psychic","Psychic","90","100",38,NA,NA,"Level up"
"Kadabra","Reflect","Psychic","—","—",42,NA,NA,"Level up"
"Kadabra","Flash","Normal","—","70",NA,5,NA,"Hidden Machine"
"Kadabra","Mega Punch","Normal","80","85",NA,NA,1,"Technical Machine"
"Kadabra","Mega Kick","Normal","120","75",NA,NA,5,"Technical Machine"
"Kadabra","Toxic","Poison","—","85",NA,NA,6,"Technical Machine"
"Kadabra","Body Slam","Normal","85","100",NA,NA,8,"Technical Machine"
"Kadabra","Take Down","Normal","90","85",NA,NA,9,"Technical Machine"
"Kadabra","Double-Edge","Normal","100","100",NA,NA,10,"Technical Machine"
"Kadabra","Submission","Fighting","80","80",NA,NA,17,"Technical Machine"
"Kadabra","Counter","Fighting","—","100",NA,NA,18,"Technical Machine"
"Kadabra","Seismic Toss","Fighting","—","100",NA,NA,19,"Technical Machine"
"Kadabra","Rage","Normal","20","100",NA,NA,20,"Technical Machine"
"Kadabra","Dig","Ground","100","100",NA,NA,28,"Technical Machine"
"Kadabra","Psychic","Psychic","90","100",NA,NA,29,"Technical Machine"
"Kadabra","Teleport","Psychic","—","—",NA,NA,30,"Technical Machine"
"Kadabra","Mimic","Normal","—","100",NA,NA,31,"Technical Machine"
"Kadabra","Double Team","Normal","—","—",NA,NA,32,"Technical Machine"
"Kadabra","Reflect","Psychic","—","—",NA,NA,33,"Technical Machine"
"Kadabra","Bide","Normal","—","—",NA,NA,34,"Technical Machine"
"Kadabra","Metronome","Normal","—","—",NA,NA,35,"Technical Machine"
"Kadabra","Skull Bash","Normal","100","100",NA,NA,40,"Technical Machine"
"Kadabra","Rest","Psychic","—","—",NA,NA,44,"Technical Machine"
"Kadabra","Thunder Wave","Electric","—","100",NA,NA,45,"Technical Machine"
"Kadabra","Psywave","Psychic","—","80",NA,NA,46,"Technical Machine"
"Kadabra","Tri Attack","Normal","80","100",NA,NA,49,"Technical Machine"
"Kadabra","Substitute","Normal","—","—",NA,NA,50,"Technical Machine"
"Alakazam","Confusion","Psychic","50","100",1,NA,NA,"Level up"
"Alakazam","Disable","Normal","—","55",1,NA,NA,"Level up"
"Alakazam","Teleport","Psychic","—","—",1,NA,NA,"Level up"
"Alakazam","Confusion","Psychic","50","100",16,NA,NA,"Level up"
"Alakazam","Disable","Normal","—","55",20,NA,NA,"Level up"
"Alakazam","Psybeam","Psychic","65","100",27,NA,NA,"Level up"
"Alakazam","Recover","Normal","—","—",31,NA,NA,"Level up"
"Alakazam","Psychic","Psychic","90","100",38,NA,NA,"Level up"
"Alakazam","Reflect","Psychic","—","—",42,NA,NA,"Level up"
"Alakazam","Flash","Normal","—","70",NA,5,NA,"Hidden Machine"
"Alakazam","Mega Punch","Normal","80","85",NA,NA,1,"Technical Machine"
"Alakazam","Mega Kick","Normal","120","75",NA,NA,5,"Technical Machine"
"Alakazam","Toxic","Poison","—","85",NA,NA,6,"Technical Machine"
"Alakazam","Body Slam","Normal","85","100",NA,NA,8,"Technical Machine"
"Alakazam","Take Down","Normal","90","85",NA,NA,9,"Technical Machine"
"Alakazam","Double-Edge","Normal","100","100",NA,NA,10,"Technical Machine"
"Alakazam","Hyper Beam","Normal","150","90",NA,NA,15,"Technical Machine"
"Alakazam","Submission","Fighting","80","80",NA,NA,17,"Technical Machine"
"Alakazam","Counter","Fighting","—","100",NA,NA,18,"Technical Machine"
"Alakazam","Seismic Toss","Fighting","—","100",NA,NA,19,"Technical Machine"
"Alakazam","Rage","Normal","20","100",NA,NA,20,"Technical Machine"
"Alakazam","Dig","Ground","100","100",NA,NA,28,"Technical Machine"
"Alakazam","Psychic","Psychic","90","100",NA,NA,29,"Technical Machine"
"Alakazam","Teleport","Psychic","—","—",NA,NA,30,"Technical Machine"
"Alakazam","Mimic","Normal","—","100",NA,NA,31,"Technical Machine"
"Alakazam","Double Team","Normal","—","—",NA,NA,32,"Technical Machine"
"Alakazam","Reflect","Psychic","—","—",NA,NA,33,"Technical Machine"
"Alakazam","Bide","Normal","—","—",NA,NA,34,"Technical Machine"
"Alakazam","Metronome","Normal","—","—",NA,NA,35,"Technical Machine"
"Alakazam","Skull Bash","Normal","100","100",NA,NA,40,"Technical Machine"
"Alakazam","Rest","Psychic","—","—",NA,NA,44,"Technical Machine"
"Alakazam","Thunder Wave","Electric","—","100",NA,NA,45,"Technical Machine"
"Alakazam","Psywave","Psychic","—","80",NA,NA,46,"Technical Machine"
"Alakazam","Tri Attack","Normal","80","100",NA,NA,49,"Technical Machine"
"Alakazam","Substitute","Normal","—","—",NA,NA,50,"Technical Machine"
"Machop","Karate Chop","Normal","50","100",1,NA,NA,"Level up"
"Machop","Low Kick","Fighting","50","90",20,NA,NA,"Level up"
"Machop","Leer","Normal","—","100",25,NA,NA,"Level up"
"Machop","Focus Energy","Normal","—","—",32,NA,NA,"Level up"
"Machop","Seismic Toss","Fighting","—","100",39,NA,NA,"Level up"
"Machop","Submission","Fighting","80","80",46,NA,NA,"Level up"
"Machop","Strength","Normal","80","100",NA,4,NA,"Hidden Machine"
"Machop","Mega Punch","Normal","80","85",NA,NA,1,"Technical Machine"
"Machop","Mega Kick","Normal","120","75",NA,NA,5,"Technical Machine"
"Machop","Toxic","Poison","—","85",NA,NA,6,"Technical Machine"
"Machop","Body Slam","Normal","85","100",NA,NA,8,"Technical Machine"
"Machop","Take Down","Normal","90","85",NA,NA,9,"Technical Machine"
"Machop","Double-Edge","Normal","100","100",NA,NA,10,"Technical Machine"
